vin,driver_id,start_timestamp,end_timestamp,daily_rate,region
O516271Y,DRV_928,1708291392,1712352192,396.14,North
P133412L,DRV_275,1730303078,1736955878,528.63,North
W110475R,DRV_949,1735036349,1742034749,623.71,Northeast
Q539502D,DRV_106,1719729099,1722407499,563.22,Northwest
B188888Y,DRV_881,1731568152,1733641752,623.43,East
B565431V,DRV_338,1718197111,1724590711,353.82,North
R230047U,DRV_132,1721572659,1724596659,533.11,South
C999386C,DRV_338,1724562899,1730438099,431.87,Northwest
W451712O,DRV_814,1709365935,1715759535,422.71,Northwest
W172513U,DRV_545,1725789692,1729418492,555.32,Northeast
U627570W,DRV_157,1730818483,1731768883,424.76,Central
D192832Y,DRV_448,1709642741,1714481141,399.06,East
O585277L,DRV_649,1730218599,1732896999,353.18,Northeast
W313518S,DRV_990,1724371452,,361.38,Northeast
N518347I,DRV_573,1714154131,1719251731,609.4,Northeast
U137098N,DRV_146,1708954368,1713965568,424.83,Northeast
V856218W,DRV_975,1714740827,1717678427,365.75,East
S966319O,DRV_212,1712408305,1713790705,497.81,South
A995604Y,DRV_981,1729230508,1729921708,482.86,East
O536729R,DRV_949,1723223570,1725729170,441.73,South
A099770I,DRV_674,1717497210,,445.84,South
Y793564Z,DRV_996,1726611377,1733177777,587.36,Northeast
C611836O,DRV_384,1721293513,1726563913,416.73,West
H349578W,DRV_227,1731824616,1737527016,416.39,North
Z593040E,DRV_334,1711866708,1714977108,538.72,Northwest
I522872P,DRV_467,1705760813,1707834413,476.93,North
S138999X,DRV_259,1709185158,1712468358,630.02,North
R230047U,DRV_352,1722144102,1726291302,595.68,South
N518347I,DRV_570,1711789802,,624.76,West
W489638U,DRV_559,1712406755,1713875555,595.66,West
M016315X,DRV_716,1716335959,1720310359,607.76,North
N962923Z,DRV_864,1713018621,1720103421,365.7,South
A236231A,DRV_256,1731508674,1739111874,633.89,West
W451712O,DRV_195,1706707807,1713274207,461.4,East
B068486S,DRV_716,1708482825,1712111625,590.24,North
Z522395V,DRV_941,1729927425,,377.34,South
A701277B,DRV_868,1733793944,1737681944,454.79,Northeast
S812067M,DRV_649,1727172227,1730628227,426.18,Northwest
V262181M,DRV_130,1724752513,1730022913,557.6,Northwest
X937567R,DRV_891,1716077751,1721607351,618.24,West
I379473P,DRV_144,1709894854,1715597254,389.44,East
Z782071V,DRV_649,1704652705,1709491105,473.16,Northwest
W696582E,DRV_323,1726594001,1734024401,547.14,Northeast
I379473P,DRV_847,1714668479,,583.73,West
M468862Z,DRV_195,1714558357,1715076757,366.42,Central
X097289Y,DRV_911,1716999490,1722615490,550.29,West
F154788I,DRV_804,1719521671,1720385671,555.75,Northeast
N215704P,DRV_350,1704871791,,579.64,North
C634216E,DRV_858,1706706163,1709902963,475.28,North
H640376P,DRV_658,1728651846,1731071046,495.68,Central
C647102A,DRV_510,1722766015,1723889215,412.14,East
Q613407W,DRV_799,1726093793,1727389793,422.92,Central
Q868501L,DRV_750,1721121447,1726391847,570.16,North
J556258G,DRV_710,1715919334,1720584934,363.72,East
X170462I,DRV_204,1726241255,1732807655,647.98,Northwest
A470551L,DRV_771,1729523720,1731338120,402.83,North
J078161S,DRV_157,1709304456,1714747656,350.53,Northeast
V595269T,DRV_818,1726657035,1734087435,437.11,South
Z825128H,DRV_204,1719438532,1721771332,434.82,West
L498182L,DRV_370,1728466363,1728811963,416.58,Northwest
J979955C,DRV_508,1718946731,1724735531,525.2,Central
M014767C,DRV_833,1725593818,1728445018,435.22,Central
W233749H,DRV_275,1719550912,1720501312,494.24,Central
A514627U,DRV_488,1716781583,1722656783,475.36,East
Q602606Y,DRV_371,1715396058,1720839258,375.2,East
Q885165W,DRV_573,1705591705,1709479705,588.68,Northwest
D177449W,DRV_467,1714256681,1717021481,376.82,North
E651994B,DRV_193,1726072904,1730997704,629.6,North
J121267J,DRV_854,1708587073,1712475073,638.4,West
I284210A,DRV_545,1730608996,1733028196,490.92,West
U627570W,DRV_570,1704685558,1712202358,463.56,Northeast
A470551L,DRV_334,1707699983,1714266383,601.89,North
M014767C,DRV_470,1722438450,1727795250,353.78,North
N788957U,DRV_400,1726373728,1727064928,462.48,Northwest
D759464T,DRV_203,1714846557,1715192157,649.04,East
C380262Z,DRV_854,1721088719,1721520719,525.84,Central
R656523P,DRV_467,1723127073,1728656673,487.47,Central
H922680H,DRV_157,1708600558,1712056558,467.52,North
W313518S,DRV_103,1713532853,1716297653,581.73,North
Z884969X,DRV_242,1723537599,1724487999,443.86,Central
Q685160I,DRV_621,1735502280,1738007880,497.52,Northeast
C431611K,DRV_765,1718753401,1725060601,543.15,East
D951718A,DRV_275,1729387201,1733707201,535.76,Northeast
W313678P,DRV_954,1707415130,1713203930,463.28,South
O589178N,DRV_925,1719245266,1722874066,366.71,South
A299468T,DRV_227,1705320625,1706789425,636.18,North
M014767C,DRV_786,1729016868,1734200868,604.4,North
Z262849I,DRV_473,1706711708,1714055708,519.16,North
P324241X,DRV_400,1707499448,1713288248,399.8,Northwest
I786691U,DRV_859,1715368810,1716146410,479.41,Northeast
D456506K,DRV_658,1732581780,1734655380,388.13,Central
V595269T,DRV_821,1729948542,1733058942,534.26,Central
A470551L,DRV_786,1730899249,1733059249,447.92,West
X164535K,DRV_324,1714903908,1721038308,606.65,East
Q858842E,DRV_146,1709277960,1709450760,589.77,East
Y341016Y,DRV_246,1709072691,1711923891,600.92,South
A995604Y,DRV_195,1712265096,1717449096,373.04,East
X095701Z,DRV_370,1706539268,1707835268,359.47,South
V445107B,DRV_494,1716839642,1723838042,386.54,East
F579050I,DRV_325,1724343565,1727108365,472.63,West
E107991I,DRV_328,1712915311,1718012911,586.39,Northwest
Y258313I,DRV_352,1732028526,1733410926,594.37,Northwest
Q613407W,DRV_241,1708268033,1711810433,463.51,Northeast
U547772Y,DRV_697,1708865972,1712235572,472.76,Central
N877175X,DRV_839,1711161223,,363.58,East
A399091Q,DRV_982,1707195693,1709442093,504.7,North
C378427F,DRV_371,1725323533,1726533133,634.63,East
F702966B,DRV_617,1727468315,1730060315,540.85,West
X792524G,DRV_864,1726498890,1726585290,485.13,Central
J514936X,DRV_646,1704112953,1710506553,587.72,Northwest
G431329J,DRV_373,1719275254,1720398454,595.26,West
U773592T,DRV_967,1706389467,1706648667,428.8,Northwest
Q885165W,DRV_261,1734615991,1738935991,492.14,Northwest
A587603Y,DRV_801,1715077155,1722421155,529.89,Northwest
E930103C,DRV_324,1728415769,,414.44,West
U558867M,DRV_665,1724811787,1731810187,626.33,Central
H043289B,DRV_754,1724343089,1726935089,381.96,South
X181883W,DRV_448,1724698834,1727895634,594.75,West
N215704P,DRV_171,1706443134,1706529534,355.08,South
X188805N,DRV_545,1731214908,1736226108,632.09,Northeast
J599534Q,DRV_246,1705593030,1709481030,634.39,South
P384251X,DRV_710,1732136015,1732568015,648.94,Central
Y411998D,DRV_212,1715216910,1718500110,378.39,East
S740344D,DRV_763,1705323875,1709643875,356.4,East
C814124G,DRV_296,1721550859,1726043659,440.09,Central
X900343I,DRV_839,1725393645,1732478445,505.65,East
X177852J,DRV_487,1721406939,1722184539,619.45,South
Y411998D,DRV_765,1704917910,1705522710,486.8,West
T389083P,DRV_214,1706476944,1711401744,636.73,Northwest
P133412L,DRV_263,1720189148,1723731548,442.98,South
P260422J,DRV_489,1731443364,1731875364,380.98,North
B261375A,DRV_765,1723318532,1728070532,647.81,East
G519108M,DRV_328,1709778875,1710815675,438.12,Northwest
G604945K,DRV_987,1732561899,1739128299,433.79,South
C464887F,DRV_532,1726279544,1732068344,519.39,West
J025039W,DRV_489,1716617416,1718431816,645.69,West
Z785969L,DRV_490,1704956852,1707376052,458.06,North
A913800P,DRV_400,1705926156,1709382156,589.09,Central
P586518V,DRV_373,1725089311,1729582111,414.33,West
W110475R,DRV_818,1728887386,1735712986,599.44,South
V315869J,DRV_324,1711330255,1717637455,579.0,Northeast
G067883D,DRV_925,1713229113,1718845113,566.83,South
B677219Y,DRV_448,1731306263,1737527063,603.74,West
R618892F,DRV_338,1726255202,1729020002,396.03,West
R183046M,DRV_818,1722636495,1727734095,428.23,North
P720999P,DRV_570,1713243651,1719637251,387.31,Northwest
U627570W,DRV_470,1717170773,1722095573,479.13,East
J445502K,DRV_371,1725578406,1726701606,418.7,East
W706540Y,DRV_470,1708271415,1709653815,386.43,South
E084700Z,DRV_328,1717260852,1725036852,517.19,South
Z593040E,DRV_479,1729236895,1732174495,470.19,Northwest
K724004M,DRV_317,1727352689,1734005489,380.49,East
V354033H,DRV_193,1725739611,1729368411,351.47,Northwest
D499471S,DRV_697,1728137381,1730815781,389.7,Northeast
L731121U,DRV_303,1728370628,1734418628,469.26,Northeast
O933083O,DRV_877,1716217792,1719846592,600.13,Northeast
N518347I,DRV_338,1704867593,1711779593,466.83,North
Z863794A,DRV_658,1726441603,1727392003,588.88,North
Q467854X,DRV_103,1729227854,1729919054,448.01,North
G590515J,DRV_195,1732457201,1738937201,518.55,Northwest
J932480A,DRV_103,1729131860,1736043860,374.57,North
N109104C,DRV_144,1704107711,1704712511,516.81,South
H708668I,DRV_261,1710550497,1716425697,549.8,West
O516271Y,DRV_862,1725021724,1725626524,555.98,Northeast
J374545K,DRV_371,1732678976,1737171776,408.99,South
D309805D,DRV_532,1712915371,1720345771,387.46,Northeast
B383206O,DRV_963,1725142639,1727907439,473.81,East
E179327Z,DRV_396,1728382061,,391.55,North
K603341G,DRV_422,1722419808,1723975008,356.3,South
K891135P,DRV_338,1721725866,1726132266,386.47,West
R387262D,DRV_981,1725196194,1732194594,417.0,North
W909670T,DRV_444,1717940615,1720878215,557.08,West
S742684H,DRV_570,1718279534,1723895534,623.92,Central
C380262Z,DRV_132,1717952933,1723136933,354.49,South
C348734E,DRV_370,1730291745,1736685345,563.91,Northeast
H134936I,DRV_911,1710096423,1713898023,619.91,South
M518705S,DRV_148,1731079902,1735572702,623.45,South
V445107B,DRV_508,1712133676,1717317676,531.5,Central
J970283U,DRV_181,1732442827,1734343627,443.91,Central
G590515J,DRV_545,1712699514,1715637114,506.07,Northwest
W172513U,DRV_227,1730958889,1737957289,561.04,Central
D473597X,DRV_374,1707857697,,584.95,South
P133412L,DRV_858,1718364263,,562.26,North
G537735R,DRV_371,1720833750,1726190550,450.18,Northeast
U657661B,DRV_538,1726710208,1734054208,366.74,Northeast
J249035F,DRV_818,1727508340,1729409140,509.19,Central
J331509O,DRV_448,1735014262,1738988662,556.43,North
T961943E,DRV_649,1713007665,1717327665,490.39,North
Y892554A,DRV_259,1733807314,1738213714,356.75,South
N507527W,DRV_181,1721137008,,588.89,South
D728679J,DRV_396,1715633430,1722977430,520.33,West
C217043Y,DRV_103,1711696756,1716794356,589.0,South
P612275A,DRV_954,1720470780,1726950780,453.88,Central
W172513U,DRV_212,1731451768,1733093368,485.43,Northeast
E107991I,DRV_195,1706227790,1711584590,646.29,West
J078161S,DRV_452,1727907087,1733782287,638.39,West
X422096K,DRV_263,1719603453,1724441853,398.09,Central
K367136W,DRV_649,1732593913,1734408313,359.19,North
Y835841G,DRV_792,1716196917,1720603317,359.62,Central
I974014K,DRV_106,1723462886,1725363686,648.27,Central
Z201632S,DRV_167,1719714894,1722220494,601.57,South
Q613407W,DRV_818,1705386405,1710656805,506.51,South
D534624U,DRV_448,1725430525,1730355325,478.03,East
C387571U,DRV_296,1722346599,1726234599,350.8,South
Z863794A,DRV_132,1724776415,1729787615,515.12,South
Y835841G,DRV_886,1712569366,,554.56,South
I755719H,DRV_324,1727494470,1732332870,412.8,West
N329318L,DRV_132,1709335586,1716247586,448.17,East
Q808412H,DRV_710,1727869860,,459.03,North
M269166D,DRV_316,1707920035,1714832035,511.33,East
Y996504C,DRV_559,1708389726,1713141726,412.4,North
J078161S,DRV_467,1718104414,1718277214,390.39,South
G537735R,DRV_204,1709219172,1716476772,350.85,South
N877175X,DRV_743,1726978261,1728619861,541.92,South
A893246N,DRV_338,1731141552,1733474352,644.18,Northwest
S843443T,DRV_990,1732569028,,531.84,Northwest
G590515J,DRV_111,1717368018,1719873618,602.07,Northwest
X188805N,DRV_324,1717002667,1723223467,552.82,North
N859770R,DRV_199,1732861199,1732947599,433.53,East
R387262D,DRV_381,1717137818,1718261018,429.17,West
T389083P,DRV_242,1727077965,1733125965,586.63,East
G578729I,DRV_242,1707417689,1711132889,378.5,West
U047095I,DRV_990,1723532355,1728111555,400.99,North
E208267P,DRV_703,1713989854,1715113054,351.82,Northwest
S525534R,DRV_263,1724530018,1729109218,643.47,West
H278680E,DRV_868,1728187387,1730347387,600.94,Northeast
I284210A,DRV_463,1709429105,1717205105,398.79,Northeast
S340438K,DRV_569,1735455640,1736060440,601.24,South
A893246N,DRV_256,1719000722,1726085522,454.95,East
Y793564Z,DRV_704,1727536400,1730992400,471.38,East
L661797Z,DRV_494,1710726992,1717379792,581.48,North
W940196U,DRV_338,1730115287,1731929687,445.8,Northeast
D473597X,DRV_320,1719603131,1724614331,515.65,South
D177449W,DRV_792,1711484376,1712434776,432.91,Central
S525534R,DRV_847,1704733995,1707585195,457.62,Central
V850506U,DRV_374,1704301848,1710868248,601.03,West
E013267N,DRV_333,1731810584,1733279384,647.5,South
U675254U,DRV_666,1715089051,1722778651,548.23,East
K874315U,DRV_320,1705583711,1709212511,455.79,West
B261375A,DRV_181,1718996148,1724525748,644.77,North
V322602V,DRV_490,1710387744,1715398944,589.24,South
S525534R,DRV_111,1714316406,1718031606,641.47,West
X792524G,DRV_487,1714977037,1722580237,649.2,North
I868000T,DRV_352,1734004539,1737978939,521.13,North
I485807N,DRV_400,1707725630,1711613630,639.28,South
W940196U,DRV_839,1710949416,1713195816,506.51,Northwest
O497840Z,DRV_532,1704327662,1710030062,487.55,Northeast
S886805Z,DRV_195,1708426078,1715856478,523.33,Central
E208267P,DRV_621,1728277323,,646.52,West
W400504X,DRV_818,1734350204,1735559804,574.31,Northeast
N221890P,DRV_862,1724344074,1731428874,615.16,Northwest
F154788I,DRV_559,1719721762,1720931362,628.71,Northeast
X181883W,DRV_658,1734681100,1737186700,553.03,Northeast
B974801I,DRV_680,1726771005,1730745405,393.66,East
N124065Y,DRV_212,1722885246,1729710846,503.76,North
I784991G,DRV_103,1729803085,1732740685,640.75,West
M523124L,DRV_357,1712211287,1712816087,618.96,North
J599534Q,DRV_214,1719846640,1722525040,435.37,Central
W795687I,DRV_649,1725994124,1729363724,443.79,Northeast
U344565C,DRV_212,1726194589,1729045789,442.91,North
U791805I,DRV_858,1719230430,1723723230,598.5,Northeast
X188805N,DRV_384,1717005835,1724090635,453.01,Northeast
D499471S,DRV_171,1729856876,1734868076,648.05,North
H086211J,DRV_799,1705107137,1708044737,523.92,Central
S427109E,DRV_324,1721372049,1725087249,541.05,Northwest
J970283U,DRV_887,1705885520,1711069520,561.21,Central
Y154100C,DRV_267,1716276794,1721892794,485.13,Northwest
S812067M,DRV_165,1720739701,1724454901,645.87,Central
M746872S,DRV_314,1720071031,1725946231,597.14,East
U547772Y,DRV_204,1720468797,1728158397,648.82,Northeast
B560932Q,DRV_303,1731124498,1738727698,489.71,West
D534874F,DRV_710,1725435365,1727595365,357.66,Northeast
F819600N,DRV_132,1721108189,1727069789,525.16,South
N507527W,DRV_194,1728075280,1733691280,354.1,South
Z782071V,DRV_651,1723792796,1730531996,636.18,East
D312038X,DRV_564,1705517356,1707590956,579.49,South
Y806578F,DRV_490,1730949759,1735356159,397.59,South
I317461C,DRV_641,1726581276,1730296476,435.42,West
W909670T,DRV_400,1724006435,,391.9,South
U807154H,DRV_949,1720242832,,477.16,Central
R335290J,DRV_854,1723701913,1726466713,444.19,East
Y341016Y,DRV_670,1705473185,,473.32,West
B824771O,DRV_195,1710595603,1715261203,429.64,Northwest
J514936X,DRV_242,1713264292,1718534692,383.35,South
C634216E,DRV_569,1722982452,1725747252,529.12,Northeast
C348734E,DRV_157,1726783577,1726956377,447.48,West
T575692U,DRV_723,1707535653,1709263653,394.83,Central
P268705Q,DRV_847,1726086129,,465.86,East
T254629F,DRV_246,1727386680,1731361080,351.31,East
W991022N,DRV_479,1714933535,1718735135,365.32,West
E775204H,DRV_981,1715235131,,499.53,Northwest
S339500F,DRV_470,1730978192,1738494992,588.08,South
J599534Q,DRV_928,1720447085,1725026285,407.51,Northeast
U329668F,DRV_532,1712887081,1720403881,360.61,Central
Y314919C,DRV_641,1728958893,1731723693,463.11,Northeast
J374545K,DRV_990,1718297260,,634.08,South
F434558I,DRV_532,1722999743,1727924543,451.15,North
D177449W,DRV_833,1719432162,,542.99,West
T564139U,DRV_217,1706319878,1710121478,401.79,North
D408240J,DRV_369,1732532881,1734865681,533.48,West
M468862Z,DRV_697,1720026469,1721840869,464.72,Northeast
D309805D,DRV_569,1725845819,1728005819,576.47,Northwest
D499471S,DRV_864,1728719363,1735804163,371.77,Central
F668893O,DRV_674,1734932740,1739166340,532.82,North
F819600N,DRV_203,1711594510,1711940110,397.88,West
X095701Z,DRV_704,1734189534,1740410334,393.6,South
T287334J,DRV_432,1718981186,1722091586,583.82,East
O379237Q,DRV_621,1722846266,1726475066,512.44,West
R368876F,DRV_532,1733952928,1740087328,368.64,South
A236231A,DRV_263,1727319399,1734663399,558.11,Northeast
I376724P,DRV_338,1709684582,1714350182,516.02,East
V826398I,DRV_646,1727679065,1732344665,523.88,South
L519398R,DRV_743,1720544761,,520.36,Northwest
P615679S,DRV_381,1725767937,1730519937,635.24,West
W909670T,DRV_641,1725126873,1727978073,649.8,South
B998094L,DRV_432,1711365923,1716377123,558.46,West
M473947H,DRV_758,1734472219,1740433819,482.46,Northwest
F870021B,DRV_357,1724401044,1727425044,493.57,West
Z785969L,DRV_189,1718629029,1719665829,534.45,Central
Q904530H,DRV_324,1734980217,1736708217,396.52,Central
P010651M,DRV_697,1708641704,1714344104,393.99,West
I860084S,DRV_217,1706456302,1713627502,427.15,West
I376724P,DRV_754,1715529398,1717775798,372.36,Central
J590599K,DRV_350,1705183736,1708898936,565.17,Central
I414384O,DRV_125,1730739567,,601.8,Northeast
D177449W,DRV_314,1714321916,1719592316,523.17,East
D868633W,DRV_132,1708910622,1714094622,407.27,North
R635365E,DRV_384,1729601098,1732538698,555.41,South
B643815H,DRV_165,1727074565,1730098565,469.67,North
E107991I,DRV_674,1724331737,1725282137,516.91,East
T958887K,DRV_350,1721592662,,560.74,West
V104332G,DRV_641,1721328822,1728932022,611.67,North
N612018Y,DRV_448,1705389566,1710746366,381.04,North
P403450V,DRV_691,1706020576,1709217376,477.39,Central
N415747M,DRV_463,1728629363,1733554163,485.9,South
J836440L,DRV_821,1717901151,1718851551,448.26,North
Q808412H,DRV_854,1735151116,1741544716,365.37,West
J331509O,DRV_765,1720722350,1726943150,358.42,South
J078161S,DRV_463,1705680001,1707408001,436.72,West
D990162L,DRV_710,1729655850,1736654250,554.8,South
M269166D,DRV_338,1704468349,1711985149,620.37,West
J445502K,DRV_605,1730593852,1737333052,544.53,Northeast
P615679S,DRV_263,1726334295,1730049495,610.45,West
G537735R,DRV_538,1733161178,1738172378,426.32,Northwest
B646417V,DRV_384,1709145593,1713465593,554.14,Northwest
L519398R,DRV_665,1726513405,1733771005,434.38,West
N222196R,DRV_818,1715785143,1718204343,361.8,Northwest
I828274L,DRV_490,1732614888,1736675688,619.42,South
L278742B,DRV_801,1735522195,1742347795,610.52,Northwest
L685054N,DRV_214,1717336960,1723730560,556.02,West
V445107B,DRV_317,1707933082,1715449882,580.14,North
N221890P,DRV_422,1714812357,1718613957,376.52,Northwest
H539621X,DRV_146,1724156630,,458.95,East
G519108M,DRV_798,1717186495,1722975295,432.51,Central
W795687I,DRV_854,1721364780,1722055980,595.85,East
X370589D,DRV_173,1709802170,1712998970,552.15,West
F131712T,DRV_400,1715163684,1715509284,523.27,West
S427109E,DRV_320,1712738908,1716886108,445.2,West
U937526S,DRV_698,1707734039,1708857239,377.16,North
Q356804L,DRV_666,1721451019,1725598219,608.48,Central
B824771O,DRV_275,1726797912,1731549912,532.91,Northeast
J224447E,DRV_181,1724080885,1726586485,372.91,East
O415206T,DRV_674,1717893299,1719275699,412.89,Northwest
R183046M,DRV_324,1728334202,1736023802,432.5,Northwest
P104696K,DRV_125,1733514046,1734032446,394.34,Northwest
T254629F,DRV_400,1709263549,1713151549,634.48,Northeast
L598564B,DRV_384,1704357509,1708072709,438.95,Northwest
D990162L,DRV_674,1721416238,1726773038,514.42,North
W110475R,DRV_324,1708795231,1709572831,591.31,West
E040541V,DRV_490,1712636491,1719375691,434.01,East
S596966H,DRV_214,1713955268,1715942468,630.64,North
U627570W,DRV_217,1722443060,1725294260,646.0,South
Q998543T,DRV_400,1718488226,1719438626,499.71,Central
W489638U,DRV_743,1715614525,1717256125,619.12,West
I305152C,DRV_267,1724859992,1730475992,535.6,Central
D456506K,DRV_835,1719536604,1724807004,433.63,Central
V826398I,DRV_670,1729517958,1732801158,420.68,North
W940196U,DRV_324,1735145461,1736700661,524.37,Northeast
J167190J,DRV_646,1733948129,1734034529,638.77,West
O067165D,DRV_357,1719290122,1723005322,369.2,Northeast
N848421V,DRV_467,1712494995,1716728595,504.78,North
O337543B,DRV_925,1732262862,1735373262,508.4,Northwest
A944064K,DRV_157,1724335513,1727100313,586.5,East
U980793M,DRV_529,1734974922,1735752522,472.88,Northwest
D177449W,DRV_384,1727731496,1729200296,422.0,North
Y154100C,DRV_963,1705014202,1712358202,533.99,Central
H328710J,DRV_891,1711854029,1713063629,389.4,South
H043289B,DRV_148,1735064890,1738434490,365.86,Northwest
C814124G,DRV_165,1709981533,1717239133,622.53,North
G747016D,DRV_275,1725399085,1732656685,439.48,Northwest
X792524G,DRV_750,1718105361,1720265361,589.94,North
D436995C,DRV_193,1706634044,1708966844,354.3,Central
M043898V,DRV_881,1722777173,1728220373,589.38,West
F644925L,DRV_323,1714769384,1722545384,454.02,Northwest
H922680H,DRV_338,1721300737,1725793537,456.09,East
M016315X,DRV_821,1706748362,1712537162,399.57,Northwest
G578729I,DRV_490,1721591116,1723578316,372.81,South
I121003M,DRV_796,1721626622,1727674622,525.2,East
I111554Y,DRV_241,1713211081,1717531081,564.43,Central
V611254D,DRV_333,1709959462,1715921062,396.9,Northeast
L731121U,DRV_317,1713682506,1718693706,448.5,North
Q125674Z,DRV_338,1726543597,1729049197,400.27,Central
B974801I,DRV_246,1733160493,1738258093,570.08,Northwest
B646417V,DRV_467,1729091832,1730906232,412.4,West
C378427F,DRV_786,1721614634,1726453034,388.03,West
O626383Z,DRV_448,1720191117,1726239117,478.24,Central
J025039W,DRV_796,1730165702,1733967302,393.21,West
Y793564Z,DRV_314,1705042300,1707807100,501.75,West
A472779F,DRV_371,1711667167,1714691167,374.0,Northeast
Z863794A,DRV_750,1710173996,1717604396,597.16,East
N243106X,DRV_148,1715709203,1722794003,494.1,East
V850506U,DRV_350,1709888365,1712048365,388.72,Northwest
U791805I,DRV_670,1720834543,1728005743,360.97,East
I284210A,DRV_967,1715464193,1721339393,525.2,South
P010651M,DRV_559,1730103732,1735287732,540.81,Northwest
R482366V,DRV_448,1722547332,1726435332,593.03,North
U137098N,DRV_111,1709543853,,568.05,South
I284210A,DRV_489,1715400248,1718683448,506.36,Northeast
R368876F,DRV_666,1727016188,1729521788,588.73,West
P268705Q,DRV_204,1713904409,1715114009,493.0,Central
S339500F,DRV_130,1716136229,1722616229,585.3,East
J979955C,DRV_256,1719510114,1722102114,602.42,Northwest
J212499T,DRV_786,1724492526,1724665326,639.6,Central
B560932Q,DRV_400,1729103097,1736533497,573.83,South
P776945F,DRV_796,1710050485,1716962485,639.45,South
N222196R,DRV_505,1724276620,1727991820,489.57,Northeast
J924075G,DRV_242,1704421784,1711765784,617.35,South
U547772Y,DRV_241,1712850756,1716393156,527.85,Northwest
C431611K,DRV_263,1718218641,,473.77,Northeast
T958887K,DRV_538,1714906320,,388.63,Northeast
W489638U,DRV_370,1732905711,1735670511,358.68,North
U717565Q,DRV_217,1720997241,1726526841,577.76,South
Y835841G,DRV_370,1712380347,1716354747,537.37,East
V850506U,DRV_758,1730073920,,552.1,North
N612018Y,DRV_452,1711003104,1716100704,592.43,East
D814770X,DRV_801,1704777743,1706246543,484.96,South
H922680H,DRV_564,1719529327,1720393327,627.8,East
S742684H,DRV_573,1726214811,1733126811,559.05,Central
Q467854X,DRV_821,1715927122,1721456722,452.98,Central
W991022N,DRV_479,1704920088,1708721688,544.56,Northeast
F656766R,DRV_818,1708563619,1714870819,374.89,North
U047095I,DRV_316,1716299463,1719496263,517.75,Central
G569847M,DRV_814,1727208980,1730751380,605.97,East
N788957U,DRV_532,1719271752,1726702152,543.57,Central
D990162L,DRV_839,1729545330,1730409330,444.0,Northwest
E013267N,DRV_324,1725178049,1727251649,599.67,East
B565431V,DRV_821,1727908715,1731191915,368.01,South
X932528H,DRV_532,1708614035,1713884435,579.51,East
I153195C,DRV_489,1704930241,1710632641,514.08,East
H002921X,DRV_704,1710393983,1714454783,422.59,Northeast
P859321Q,DRV_127,1730433397,1732334197,435.35,East
W265423V,DRV_373,1727630151,1729617351,649.6,West
C464887F,DRV_296,1725675775,1725934975,377.08,Northwest
U142626X,DRV_716,1731673796,1737808196,458.51,Northwest
R183046M,DRV_532,1715931440,1721288240,524.9,North
M016315X,DRV_328,1713540056,1718896856,425.86,South
Q613407W,DRV_263,1712008420,1713736420,471.99,North
V595269T,DRV_538,1706985106,1708281106,440.78,Northeast
C464887F,DRV_400,1730945798,1736561798,491.9,South
J167190J,DRV_697,1729808050,1737411250,557.57,West
X188805N,DRV_505,1718026204,1719063004,421.76,Northwest
A299468T,DRV_658,1729837113,1731133113,581.98,Central
P384251X,DRV_357,1727815330,1730148130,648.18,North
N182449T,DRV_296,1723933538,1727389538,398.83,Central
H002921X,DRV_508,1705769728,1711990528,508.49,North
N415747M,DRV_786,1726797881,1731377081,458.14,South
W940196U,DRV_862,1707680757,1715197557,527.03,Central
A587603Y,DRV_130,1726572196,1728991396,467.77,Central
J224447E,DRV_357,1711009515,1712132715,395.48,Northwest
R927065U,DRV_193,1717445096,,440.12,Northeast
R635365E,DRV_357,1706389324,1711746124,607.48,South
R339845Y,DRV_758,1734330379,1740637579,384.55,Central
S340438K,DRV_261,1720144256,,593.94,North
W365414P,DRV_570,1728299437,1730632237,356.88,South
V262174N,DRV_400,1723945976,1728093176,637.44,North
P484677D,DRV_680,1719997141,1724403541,597.91,West
I971179B,DRV_384,1729270913,1730998913,607.9,West
A236231A,DRV_370,1706591888,1710825488,412.69,West
I376724P,DRV_194,1726284831,1731814431,501.15,North
N182449T,DRV_742,1732681628,1740112028,580.75,East
L660937B,DRV_579,1729402243,1734327043,641.31,South
G982507S,DRV_862,1724604240,1728837840,411.73,West
J979955C,DRV_432,1704829218,1705002018,532.26,West
G067883D,DRV_538,1733013347,1737419747,531.38,Northwest
U142626X,DRV_928,1729765463,1732530263,488.36,North
Q278681X,DRV_765,1728970945,1736574145,595.64,Northwest
I376724P,DRV_651,1720692663,1721470263,364.57,West
H349578W,DRV_227,1710194430,1712613630,603.31,Northwest
G909656A,DRV_723,1715396694,1721358294,437.95,Northeast
D456506K,DRV_641,1721721285,1727855685,612.58,South
Q125674Z,DRV_963,1715309738,1721962538,602.22,West
P776945F,DRV_990,1721669818,1725298618,601.54,South
I860084S,DRV_463,1722535882,1726337482,456.82,Northwest
W365414P,DRV_967,1724877864,1726173864,636.44,Northwest
T564139U,DRV_967,1734915061,1738371061,399.53,Northwest
B906594F,DRV_267,1720697079,1726745079,411.86,Northeast
I755719H,DRV_194,1717367480,1723674680,407.75,South
P104696K,DRV_381,1705159113,1708096713,473.36,West
J445502K,DRV_680,1714509370,1719088570,589.87,Central
R927065U,DRV_373,1720160175,1723184175,419.27,Northwest
Z427849P,DRV_703,1705362103,1709854903,487.21,East
